Timestamp (UTC),Device Tag,Channel Description,Raw Value,Calibration,Offset,Calibrated Value,Sensor Type,Unit,Location Lat,Location Long
2023-03-18T06:03:39Z,mil-bin01,Distance to Top,1206,1,0,1206,,mm,-34.187008,142.165156
2023-03-18T05:03:38Z,mil-bin01,Distance to Top,1280,1,0,1280,,mm,-34.187008,142.165156
2023-03-18T04:03:55Z,mil-bin01,Distance to Top,1291,1,0,1291,,mm,-34.187008,142.165156
2023-03-18T03:03:56Z,mil-bin01,Distance to Top,1200,1,0,1200,,mm,-34.187008,142.165156
2023-03-18T02:03:30Z,mil-bin01,Distance to Top,1356,1,0,1356,,mm,-34.187008,142.165156
2023-03-18T01:03:29Z,mil-bin01,Distance to Top,1120,1,0,1120,,mm,-34.187008,142.165156
2023-03-18T00:03:29Z,mil-bin01,Distance to Top,1103,1,0,1103,,mm,-34.187008,142.165156
2023-03-17T23:04:02Z,mil-bin01,Distance to Top,1264,1,0,1264,,mm,-34.187008,142.165156
2023-03-17T22:03:36Z,mil-bin01,Distance to Top,1264,1,0,1264,,mm,-34.187008,142.165156
2023-03-17T21:03:28Z,mil-bin01,Distance to Top,1334,1,0,1334,,mm,-34.187008,142.165156
2023-03-17T20:04:19Z,mil-bin01,Distance to Top,1337,1,0,1337,,mm,-34.187008,142.165156
2023-03-17T19:03:27Z,mil-bin01,Distance to Top,1339,1,0,1339,,mm,-34.187008,142.165156
2023-03-17T18:03:28Z,mil-bin01,Distance to Top,915,1,0,915,,mm,-34.187008,142.165156
2023-03-17T17:03:36Z,mil-bin01,Distance to Top,914,1,0,914,,mm,-34.187008,142.165156
2023-03-17T16:03:33Z,mil-bin01,Distance to Top,914,1,0,914,,mm,-34.187008,142.165156
2023-03-17T15:04:49Z,mil-bin01,Distance to Top,922,1,0,922,,mm,-34.187008,142.165156
2023-03-17T14:03:33Z,mil-bin01,Distance to Top,921,1,0,921,,mm,-34.187008,142.165156
